x,y,Phi
100.0,5150.0,0.07723525005247754
350.0,5150.0,0.08279839753821033
550.0,5150.0,0.0711933172752001
750.0,5150.0,0.06627677073104055
950.0,5150.0,0.08907505626444664
1150.0,5150.0,0.1232172438131725
1350.0,5150.0,0.13005708485604886
1550.0,5150.0,0.11218525055348165
1750.0,5150.0,0.08879107412762055
1950.0,5150.0,0.08019454140484007
2150.0,5150.0,0.08699842222548079
2350.0,5150.0,0.09811810398925383
2550.0,5150.0,0.12773080097832146
2750.0,5150.0,0.15415163783136926
2950.0,5150.0,0.1143858146051642
3150.0,5150.0,0.06570508799926802
3350.0,5150.0,0.06704440026919568
3550.0,5150.0,0.09440368904069434
3750.0,5150.0,0.09069000975214297
3950.0,5150.0,0.0675108804044681
4150.0,5150.0,0.034890720520347016
4350.0,5150.0,0.018722473640993536
4550.0,5150.0,0.04793853639427865
4750.0,5150.0,0.09603857702486836
4950.0,5150.0,0.11541135610259906
5150.0,5150.0,0.1180443390627981
5350.0,5150.0,0.12679339381674204
5550.0,5150.0,0.13097049937505173
5750.0,5150.0,0.12771660785241057
5950.0,5150.0,0.12414453597539982
6150.0,5150.0,0.12341777515630363
6350.0,5150.0,0.13071948905327216
6550.0,5150.0,0.13059629978278384
6750.0,5150.0,0.10285383233464661
6950.0,5150.0,0.09464525204966931
7150.0,5150.0,0.09122367490715583
7350.0,5150.0,0.10091810628596606
7550.0,5150.0,0.09861776559968002
7750.0,5150.0,0.08232706202075468
7950.0,5150.0,0.0819316697364087
8150.0,5150.0,0.07463631578480959
8350.0,5150.0,0.05447780480634695
8550.0,5150.0,0.03461704912783092
8750.0,5150.0,0.0478087833554592
8950.0,5150.0,0.054922973510858494
9150.0,5150.0,0.057978944525940476
9350.0,5150.0,0.08217944857207837
9550.0,5150.0,0.11802063245931273
9750.0,5150.0,0.1364811539144513
9900.0,5150.0,0.13764685503209376
