x,y,Phi
0.0,5000.0,0.07438966322285338
100.0,5000.0,0.0779499873923412
200.0,5000.0,0.07930911025346862
300.0,5000.0,0.07867106833825041
400.0,5000.0,0.07492444099187393
500.0,5000.0,0.06687147537442859
600.0,5000.0,0.0600220151591251
700.0,5000.0,0.06022318493241724
800.0,5000.0,0.06995000844989858
900.0,5000.0,0.09203961607202737
1000.0,5000.0,0.11592778173122578
1100.0,5000.0,0.12689402871910208
1200.0,5000.0,0.1308680208587123
1300.0,5000.0,0.1322414485282117
1400.0,5000.0,0.13027383671663334
1500.0,5000.0,0.1259017382486157
1600.0,5000.0,0.11587870132455963
1700.0,5000.0,0.1024730171507335
1800.0,5000.0,0.09219053404092785
1900.0,5000.0,0.0820150540231831
2000.0,5000.0,0.07762645328772393
2100.0,5000.0,0.07817499369533981
2200.0,5000.0,0.08153015149062193
2300.0,5000.0,0.08677238989851822
2400.0,5000.0,0.09930011903288025
2500.0,5000.0,0.11465118413190677
2600.0,5000.0,0.12618060066521417
2700.0,5000.0,0.13068932880278492
2800.0,5000.0,0.1302950857734877
2900.0,5000.0,0.11668625545238687
3000.0,5000.0,0.09834930323393486
3100.0,5000.0,0.08225746930909764
3200.0,5000.0,0.08193199106829074
3300.0,5000.0,0.09245347050749124
3400.0,5000.0,0.1120144302332977
3500.0,5000.0,0.11916828182944524
3600.0,5000.0,0.1193160668705513
3700.0,5000.0,0.11147806752343906
3800.0,5000.0,0.09787864377788891
3900.0,5000.0,0.07878142839252579
4000.0,5000.0,0.06032439340886995
4100.0,5000.0,0.03379856882763671
4200.0,5000.0,0.024723971370093148
4300.0,5000.0,0.01726432869002778
4400.0,5000.0,0.02816962318614044
4500.0,5000.0,0.05724409134964023
4600.0,5000.0,0.07914035243691345
4700.0,5000.0,0.10287964653463023
4800.0,5000.0,0.11601978863211836
4900.0,5000.0,0.11884496219347004
5000.0,5000.0,0.11605310122930562
5100.0,5000.0,0.11596103920900759
5200.0,5000.0,0.11600815619413507
5300.0,5000.0,0.1166365838866047
5400.0,5000.0,0.12113263014351032
5500.0,5000.0,0.12457855921287826
5600.0,5000.0,0.11666773286261435
5700.0,5000.0,0.11601293997723258
5800.0,5000.0,0.11116242698770404
5900.0,5000.0,0.09931729838841366
6000.0,5000.0,0.09204057768364755
6100.0,5000.0,0.08969816433327515
6200.0,5000.0,0.09251992190440714
6300.0,5000.0,0.09933855693389927
6400.0,5000.0,0.10341151731919293
6500.0,5000.0,0.10235030144789829
6600.0,5000.0,0.08488554774002566
6700.0,5000.0,0.06518785038201741
6800.0,5000.0,0.06557174990355749
6900.0,5000.0,0.07645556869825476
7000.0,5000.0,0.08761340292615104
7100.0,5000.0,0.09736541426741409
7200.0,5000.0,0.10254198123693707
7300.0,5000.0,0.11594488196151004
7400.0,5000.0,0.12540093469387603
7500.0,5000.0,0.12555441717091675
7600.0,5000.0,0.1216142547204288
7700.0,5000.0,0.11642921693257065
7800.0,5000.0,0.11586131024299749
7900.0,5000.0,0.11433277908992699
8000.0,5000.0,0.11237742848512759
8100.0,5000.0,0.11120125750096903
8200.0,5000.0,0.10237125574081558
8300.0,5000.0,0.09216635143820086
8400.0,5000.0,0.07884448968446066
8500.0,5000.0,0.06825499889676351
8600.0,5000.0,0.06033408478377748
8700.0,5000.0,0.057168961235259004
8800.0,5000.0,0.05726363836989782
8900.0,5000.0,0.05672535484545441
9000.0,5000.0,0.04761173949939332
9100.0,5000.0,0.04003416214446779
9200.0,5000.0,0.05694269961969485
9300.0,5000.0,0.07155533693856404
9400.0,5000.0,0.09192031622185773
9500.0,5000.0,0.1071768774924858
9600.0,5000.0,0.115886840729158
9700.0,5000.0,0.1159832170534899
9800.0,5000.0,0.11446212720142449
9900.0,5000.0,0.10407312240570396
