x,y,Phi
0.0,0.0,0.10895063722837531
100.0,0.0,0.12314051042497161
200.0,0.0,0.10906101329821888
300.0,0.0,0.10115413373423966
400.0,0.0,0.09704388270359196
500.0,0.0,0.06661968922387786
600.0,0.0,0.1386467584179308
700.0,0.0,0.1346952752750582
800.0,0.0,0.0992946962567598
900.0,0.0,0.09665413310829338
1000.0,0.0,0.13620949426805834
1100.0,0.0,0.052015914879354225
1200.0,0.0,0.12318167658948372
1300.0,0.0,0.11608623653025853
1400.0,0.0,0.12508735354871506
1500.0,0.0,0.07733764621083565
1600.0,0.0,0.02239946820045184
1700.0,0.0,0.13269456534336693
1800.0,0.0,0.07160306948285636
1900.0,0.0,0.08924710888501186
2000.0,0.0,0.11914760401600819
2100.0,0.0,0.12158084400933813
2200.0,0.0,0.09760855598924079
2300.0,0.0,0.09802661061524709
2400.0,0.0,0.10459624373949503
2500.0,0.0,0.07748787605688283
2600.0,0.0,0.13954539472411492
2700.0,0.0,0.1314068996490073
2800.0,0.0,0.12752842884633125
2900.0,0.0,0.12470140065195943
3000.0,0.0,0.1250314585440604
3100.0,0.0,0.03894529144449373
3200.0,0.0,0.006214754599712963
3300.0,0.0,0.1388446562649355
3400.0,0.0,0.11643422490825264
3500.0,0.0,0.12137421211242594
3600.0,0.0,0.08645272293534711
3700.0,0.0,0.11572388341109423
3800.0,0.0,0.1008594860680964
3900.0,0.0,0.0800906507777798
4000.0,0.0,0.11087053923905171
4100.0,0.0,0.09928496146152845
4200.0,0.0,0.1327026959720282
4300.0,0.0,0.11726350067969141
4400.0,0.0,0.07209021718184531
4500.0,0.0,0.06767028828466413
4600.0,0.0,0.08101616073275597
4700.0,0.0,0.0489981935000009
4800.0,0.0,0.13092830206738754
4900.0,0.0,0.0739833183537543
5000.0,0.0,0.08788967505796391
5100.0,0.0,0.0915542518112446
5200.0,0.0,0.12139922441435606
5300.0,0.0,0.11670161737503128
5400.0,0.0,0.08098381862113893
5500.0,0.0,0.12315076419522926
5600.0,0.0,0.09686005686390255
5700.0,0.0,0.13643741848395827
5800.0,0.0,0.08031776405543015
5900.0,0.0,0.06707903919097001
6000.0,0.0,0.053974966953635975
6100.0,0.0,0.11129376082718878
6200.0,0.0,0.08032035767653047
6300.0,0.0,0.11797611580760886
6400.0,0.0,0.10299439953585786
6500.0,0.0,0.05437395102607251
6600.0,0.0,0.12200906392603819
6700.0,0.0,0.08061155597847044
6800.0,0.0,0.07962091667435026
6900.0,0.0,0.09881993986478407
7000.0,0.0,0.07271187435047279
7100.0,0.0,0.12105431832616537
7200.0,0.0,0.13090518286260994
7300.0,0.0,0.07177200690584172
7400.0,0.0,0.17377412685653681
7500.0,0.0,0.028167252737854115
7600.0,0.0,0.10469690395621802
7700.0,0.0,0.12741950375904196
7800.0,0.0,0.14154496476415704
7900.0,0.0,0.08846782170734084
8000.0,0.0,0.104141238533464
8100.0,0.0,0.10421465190785315
8200.0,0.0,0.0992041430432473
